Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/batch/4cf8e2ad-92fa-4739-8734-550cbe3791d4,10,0,5,72.45733000090695,3.0767000062041916,619.4269000043278,2641.0,0.014411849427723316,0.0,6,6,8,66,620,620,620,620,620,620,620
GET,/batch/4e09a8b0-d530-4edf-a208-9291fc7a497a,7,0,6,10.93438571427084,2.5424000050406903,38.76089999539545,2381.714285714286,0.01008829459940632,0.0,6,8,11,11,39,39,39,39,39,39,39
GET,/batch/4e33d203-63b9-43fd-8979-b8d5ea523045,9,0,4,13.53726666679399,2.6617000039550476,53.61750000156462,2967.5555555555557,0.012970664484950984,0.0,4,5,6,40,54,54,54,54,54,54,54
GET,/batch/4e64e960-0b96-4e2f-b344-09fe8558b562,8,0,5,5.491012499987846,3.063899996050168,9.123100004217122,3060.625,0.011529479542178653,0.0,5,5,9,9,9,9,9,9,9,9,9
GET,/batch/4e7c89cf-a366-49aa-a166-1058e0b020fd,14,0,4,7.6879285718730115,2.959600002213847,33.51639999891631,4956.785714285715,0.02017658919881264,0.0,5,5,6,7,22,34,34,34,34,34,34
GET,/batch/4e7e1223-3c61-47a4-af1a-c46e648687a6,12,0,5,21.543016666934516,3.5308000005898066,113.34599999827333,4615.75,0.01729421931326798,0.0,7,12,14,14,71,110,110,110,110,110,110
GET,/batch/4f35ad92-43eb-4851-97df-3bab78b9e9e1,11,0,18,48.716027271108366,2.9129999966244213,141.54119999875547,3059.4545454545455,0.015853034370495647,0.0,18,64,93,93,140,140,140,140,140,140,140
GET,/batch/50358a83-2cc4-4169-9220-e98c871f85fb,8,0,5,9.916299997712485,2.991699999256525,36.555300001055,2103.0,0.011529479542178653,0.0,5,6,15,15,37,37,37,37,37,37,37
GET,/batch/525d006c-d6e0-48f9-aa5d-30f34c808dbe,9,0,5,8.543188889032333,3.206300003512297,36.98240000085207,4078.0,0.012970664484950984,0.0,5,5,6,9,37,37,37,37,37,37,37
GET,/batch/525d0b29-df97-4b68-b1a4-8641b7b23179,6,0,10,99.67234999930952,4.271900004823692,352.18219999660505,2377.1666666666665,0.00864710965663399,0.0,100,100,120,120,350,350,350,350,350,350,350
GET,/batch/532d1458-0550-42ed-816c-e70aad8b92de,9,0,10,41.55062222303564,3.190399998857174,199.67780000297353,2861.4444444444443,0.012970664484950984,0.0,10,19,38,94,200,200,200,200,200,200,200
GET,/batch/540fb403-4472-42ee-821a-51c2aaa97c0e,9,0,4,34.81078889146576,3.0445000011241063,237.96450000372715,2659.0,0.012970664484950984,0.0,4,7,7,45,240,240,240,240,240,240,240
GET,/batch/54197381-ab41-4b47-8824-3516432c9060,8,0,5,10.877125001570676,2.4950000006356277,25.693000003229827,3899.375,0.011529479542178653,0.0,8,16,23,23,26,26,26,26,26,26,26
GET,/batch/55072ca3-3b1b-475b-97f7-f024e40f3669,5,0,27,23.535699999774806,2.7955000041401945,50.989600000320934,5054.4,0.007205924713861658,0.0,27,33,33,51,51,51,51,51,51,51,51
GET,/batch/55dd2a46-9b6d-4af4-9496-9e745167ce55,7,0,8,52.77020000149995,2.738299997872673,306.61700000200653,1408.5714285714287,0.01008829459940632,0.0,8,9,36,36,310,310,310,310,310,310,310
GET,/batch/565ea2cd-0042-4d9d-8f58-44bc9015c4a7,11,0,8,16.72156363664809,3.1201000019791536,91.26749999995809,3640.6363636363635,0.015853034370495647,0.0,8,12,17,17,21,91,91,91,91,91,91
GET,/batch/570554fa-cba0-4e00-9c6c-c8ae0fbcd71d,9,0,5,11.603066664570683,2.8936999951838516,43.733099999371916,3205.4444444444443,0.012970664484950984,0.0,5,6,15,20,44,44,44,44,44,44,44
GET,/batch/5933c893-5973-4e6e-aa33-c12cdcd060fb,12,0,4,39.54519166654791,2.407899999525398,350.04769999795826,2706.4166666666665,0.01729421931326798,0.0,5,5,35,35,52,350,350,350,350,350,350
GET,/batch/59465023-9b33-4a96-813e-31c79c9b53fd,8,0,9,27.199524998650304,3.449499999987893,60.18960000074003,2003.75,0.011529479542178653,0.0,22,53,59,59,60,60,60,60,60,60,60
GET,/batch/5a290ff8-fff4-4127-9314-06466c1baaa7,6,0,5,16.505266665869083,3.4119999982067384,47.67369999899529,3330.5,0.00864710965663399,0.0,13,13,25,25,48,48,48,48,48,48,48
GET,/batch/5a3ac58a-902b-491b-818d-5e9276595c60,3,0,5,4.615700000916452,3.954400002839975,5.240999998932239,2731.0,0.004323554828316995,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/batch/5d9ee1fc-3548-4061-8969-5d41ff6da08a,12,0,6,58.178508332882,2.7344999980414286,529.8475000017788,2564.9166666666665,0.01729421931326798,0.0,11,15,31,31,66,530,530,530,530,530,530
GET,/batch/5e951db8-a5f1-49c5-bee3-62d3a54d118e,10,0,5,15.132660001108889,3.678000000945758,94.86639999522595,2633.1,0.014411849427723316,0.0,5,8,8,14,95,95,95,95,95,95,95
GET,/batch/5ffe166f-71ff-4c66-9ac7-7fcf0b685ec6,15,0,8,56.51047999805693,3.2290999952238053,305.90289999963716,2649.5333333333333,0.021617774141584972,0.0,8,10,62,200,200,310,310,310,310,310,310
GET,/batch/60041921-c6af-431a-9c61-7f4478e50011,11,0,20,37.10623636354946,2.9056999992462806,114.58739999943646,2942.909090909091,0.015853034370495647,0.0,20,46,55,55,110,110,110,110,110,110,110
GET,/batch/6007721e-b51c-4b58-aed1-16e6eb6c3492,15,0,9,22.097706666681916,3.7158000050112605,94.52180000516819,3387.5333333333333,0.021617774141584972,0.0,9,12,40,51,69,95,95,95,95,95,95
GET,/batch/605852b4-8fdd-41a4-85de-ae9e535de703,9,0,5,5.591744443841486,3.332899999804795,7.8797000023769215,2922.222222222222,0.012970664484950984,0.0,5,7,7,7,8,8,8,8,8,8,8
GET,/batch/60ff072d-33e9-42c6-b4ef-176381d65dd8,2,0,6.167799998365808,10.65944999572821,6.167799998365808,15.151099993090611,6008.0,0.0028823698855446633,0.0,15,15,15,15,15,15,15,15,15,15,15
GET,/batch/615eb8eb-59db-40af-ab89-4192d36cbcd0,6,0,4,17.270349998094996,3.545200001099147,56.77779999678023,3521.8333333333335,0.00864710965663399,0.0,14,14,21,21,57,57,57,57,57,57,57
GET,/batch/61b633d9-5e18-4f77-8134-e9f701e4822c,4,0,10,9.331650000603986,2.8722999995807186,14.176199998473749,1258.0,0.0057647397710893266,0.0,11,11,14,14,14,14,14,14,14,14,14
GET,/batch/623b1280-1a42-4cb2-a284-aaba3a5f3776,2,0,5,14.709699997183634,4.676099997595884,24.743299996771384,2733.5,0.0028823698855446633,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/batch/627523de-fb68-439d-951b-d55bc3044773,15,0,4,5.668779999541584,2.554899998358451,17.01679999678163,3483.2,0.021617774141584972,0.0,4,5,7,9,9,17,17,17,17,17,17
GET,/batch/6363af4a-8076-4e3d-85d8-c7a65f51f0db,13,0,7,117.08078461546953,2.6247999994666316,964.1772000031779,2822.153846153846,0.01873540425604031,0.0,7,14,22,27,450,960,960,960,960,960,960
GET,/batch/63647492-9564-4b24-8a7b-188f9726bd41,13,0,6,23.485930770290835,3.183300003001932,133.63630000094417,3063.153846153846,0.01873540425604031,0.0,6,19,23,42,46,130,130,130,130,130,130
GET,/batch/6440073f-e9f8-47b0-87fc-58c168b9bb0b,15,0,8,21.40343333351969,2.4585999999544583,126.3295000026119,3016.2,0.021617774141584972,0.0,8,8,13,18,99,130,130,130,130,130,130
GET,/batch/6449cd1b-dc1c-4470-91cb-8a12883d6f62,6,0,6,12.766600001972014,4.055600002175197,30.71769999951357,1639.6666666666667,0.00864710965663399,0.0,11,11,20,20,31,31,31,31,31,31,31
GET,/batch/64892cfb-6e8b-4908-bfc2-a540a87f542e,16,0,5,45.305406249553926,2.8491999983089045,523.7058999991859,2731.5625,0.023058959084357306,0.0,6,9,20,20,65,520,520,520,520,520,520
GET,/batch/64ae474a-34db-44f1-9b5b-30595d402c31,8,0,8,11.274162499830709,2.9345000002649613,25.14379999774974,3386.5,0.011529479542178653,0.0,11,11,18,18,25,25,25,25,25,25,25
GET,/batch/64e63ce7-7eba-4a7f-812c-9a0989ad1fdf,8,0,3,10.85046250045707,2.526100004615728,31.672400000388734,2404.5,0.011529479542178653,0.0,4,10,28,28,32,32,32,32,32,32,32
GET,/batch/64e9a6ba-0485-4a56-9a3f-db6e02ca24a2,14,0,5,14.081535714337535,2.752100001089275,59.024999995017424,3114.5,0.02017658919881264,0.0,7,15,22,27,31,59,59,59,59,59,59
GET,/batch/652e6160-9846-430a-9241-88c101e51a75,12,0,6,13.54955833267013,3.6190000028000213,39.09589999966556,2600.75,0.01729421931326798,0.0,12,12,20,20,32,39,39,39,39,39,39
GET,/batch/65a9869f-e3d4-4bc4-9e3c-0e3fdec3cd7b,9,0,6,17.73199999944255,3.144900001643691,68.27659999544267,3771.0,0.012970664484950984,0.0,6,7,10,53,68,68,68,68,68,68,68
GET,/batch/669c16a3-555c-40ca-8807-b8688f7427fd,9,0,5,6.1731888894832485,3.964700001233723,8.442900005320553,3988.777777777778,0.012970664484950984,0.0,5,7,8,8,8,8,8,8,8,8,8
GET,/batch/66afa294-18cd-40dd-a4bb-0523e199a422,9,0,13,21.03788888699556,3.99959999776911,80.31859999755397,3785.777777777778,0.012970664484950984,0.0,13,18,22,33,80,80,80,80,80,80,80
GET,/batch/675079bb-1829-49f6-a763-e7ed29c156d0,14,0,4,12.855035714372727,2.5353000019094907,69.24620000063442,3201.714285714286,0.02017658919881264,0.0,4,8,8,15,46,69,69,69,69,69,69
GET,/batch/677487d2-548a-4091-8dd3-e83dee6f02f3,10,0,17,32.46005999899353,2.7021999994758517,121.65910000476288,3199.3,0.014411849427723316,0.0,20,38,50,51,120,120,120,120,120,120,120
GET,/batch/67e3d752-61a6-4963-97a3-381bead901ff,9,0,7,21.700911112323713,3.1660999957239255,123.71089999942342,3261.0,0.012970664484950984,0.0,7,7,14,28,120,120,120,120,120,120,120
GET,/batch/67f599db-5919-464b-8716-8956ab454f94,8,0,6,19.313287499244325,2.665200001501944,95.67409999726806,3327.25,0.011529479542178653,0.0,8,9,24,24,96,96,96,96,96,96,96
GET,/batch/68231d6e-e91c-4f57-89e5-34d34f0c8b30,15,0,6,39.12931333325105,2.542199996241834,330.7180000047083,3214.6666666666665,0.021617774141584972,0.0,6,12,31,37,100,330,330,330,330,330,330
GET,/batch/6a7e0a80-34d9-4a58-8276-be18a3d49bc7,8,0,6,13.88914999915869,2.421899996988941,44.2345000046771,2936.5,0.011529479542178653,0.0,6,10,32,32,44,44,44,44,44,44,44
GET,/batch/6b8e3fcf-4864-4b7b-884c-f3f602eaaa7e,8,0,4,8.695099999386002,3.139199994620867,22.42609999666456,3492.75,0.011529479542178653,0.0,7,10,16,16,22,22,22,22,22,22,22
GET,/batch/6bb453de-0398-40b6-a2ed-b1d4e2dd2e39,7,0,6,9.0567857145548,3.4868000002461486,29.349500000535045,4372.142857142857,0.01008829459940632,0.0,6,7,9,9,29,29,29,29,29,29,29
GET,/batch/6c65fe63-ef82-44ac-81ac-64c6727f2feb,10,0,35,58.340610000595916,3.0488000047625974,169.3572000003769,3553.0,0.014411849427723316,0.0,43,51,120,130,170,170,170,170,170,170,170
GET,/batch/6caa069d-e688-4f77-a371-fcf9992558e0,7,0,11,19.590628571417515,3.055499997572042,58.997600004659034,4343.142857142857,0.01008829459940632,0.0,11,25,27,27,59,59,59,59,59,59,59
GET,/batch/6d4eee8a-0148-4c38-a2ed-a8d87aa3e96e,15,0,5,14.718673332148077,2.735399997618515,128.128000003926,3849.866666666667,0.021617774141584972,0.0,5,7,11,11,16,130,130,130,130,130,130
GET,/batch/6dd1d1ab-79de-4941-abd7-ad92b76cbe4a,7,0,4,6.499814286403956,2.7673000004142523,17.95259999926202,4276.714285714285,0.01008829459940632,0.0,4,4,10,10,18,18,18,18,18,18,18
GET,/batch/6e3a9683-1d36-4906-99cc-51645e57378c,7,0,5,18.102942857824797,4.33550000161631,58.62759999581613,3038.0,0.01008829459940632,0.0,5,10,39,39,59,59,59,59,59,59,59
GET,/batch/6e46a143-bc05-4291-8c25-a77a375d472a,5,0,4,21.47786000132328,3.759700004593469,49.79379999713274,2799.0,0.007205924713861658,0.0,4,46,46,50,50,50,50,50,50,50,50
GET,/batch/6e590ec5-26e7-410d-ae6f-ceebdd310902,8,0,22,34.59157499855792,5.089999998745043,89.5920999973896,5069.375,0.011529479542178653,0.0,32,58,58,58,90,90,90,90,90,90,90
GET,/batch/6e8b3199-cee0-41d2-a8d6-133235d06cf5,9,0,5,11.721988886872875,3.042299998924136,55.66410000028554,2339.6666666666665,0.012970664484950984,0.0,5,7,8,14,56,56,56,56,56,56,56
GET,/batch/6f1270fd-4e7f-4c5e-9022-2cc9fb54df51,9,0,5,15.70562222251384,3.021299999090843,97.37909999967087,3451.0,0.012970664484950984,0.0,5,7,9,9,97,97,97,97,97,97,97
GET,/batch/6f502f28-1e9b-43a7-9d79-40802c5c63ad,9,0,7,13.882233334394792,2.6156000021728687,41.691300000820775,1948.0,0.012970664484950984,0.0,7,13,20,29,42,42,42,42,42,42,42
GET,/batch/70176f28-338a-4284-bfc2-6cc09d2f292f,12,0,5,20.749941665902345,3.0557000063708983,109.9437000011676,3512.4166666666665,0.01729421931326798,0.0,9,12,31,31,37,110,110,110,110,110,110
GET,/batch/709d5fdb-022a-4931-aef5-c275d5ac49d0,4,0,3,6.455149999965215,2.5576999978511594,12.958599996636622,3511.25,0.0057647397710893266,0.0,7,7,13,13,13,13,13,13,13,13,13
GET,/batch/711b2cd4-bc63-465d-911a-5d27de527548,14,0,10,30.495249999928223,2.8777999978046864,152.44800000073155,3817.0714285714284,0.02017658919881264,0.0,15,31,46,48,60,150,150,150,150,150,150
GET,/batch/71b6cc53-b554-4986-88e2-ad49004c0dfe,8,0,10,15.555825000774348,4.632800002582371,38.43090000009397,3979.375,0.011529479542178653,0.0,14,14,31,31,38,38,38,38,38,38,38
GET,/batch/71d62dc7-ef5a-489e-a137-345bb2c20ac0,7,0,9,282.7378714261743,3.999099993961863,1928.3330999969621,1703.5714285714287,0.01008829459940632,0.0,9,11,14,14,1900,1900,1900,1900,1900,1900,1900
GET,/batch/7251ddeb-8333-4559-a365-11943b06d3c9,10,0,13,28.56003000124474,3.5571999978856184,110.25289999815868,2716.4,0.014411849427723316,0.0,15,22,38,60,110,110,110,110,110,110,110
GET,/batch/72e944e6-2e91-4572-b799-d322aff79ea3,14,0,6,25.36387142910306,2.9224000027170405,214.51620000152616,2828.5714285714284,0.02017658919881264,0.0,6,10,11,12,67,210,210,210,210,210,210
GET,/batch/73a1a15d-a043-4222-9f1d-3a926dd1b3a4,15,0,4,22.075019999950502,2.887300004658755,114.49150000407826,2568.866666666667,0.021617774141584972,0.0,4,10,30,43,89,110,110,110,110,110,110
GET,/batch/74432a17-f72a-4924-8af0-68d8e6352b7f,8,0,5,16.12798750102229,2.5594000035198405,35.535800001525786,2475.25,0.011529479542178653,0.0,9,33,35,35,36,36,36,36,36,36,36
GET,/batch/74785bca-985b-4925-a71a-33a8921c2463,15,0,5,8.330306666903198,2.8518999970401637,33.651100005954504,2732.4666666666667,0.021617774141584972,0.0,5,6,9,12,19,34,34,34,34,34,34
GET,/batch/753f6cb2-bdd5-443d-b55e-ab65113d64ec,8,0,14,42.609312501554086,3.271800000220537,181.69589999888558,4924.5,0.011529479542178653,0.0,27,42,63,63,180,180,180,180,180,180,180
GET,/batch/758a789e-87ef-4e7a-ab09-049fb9491f47,12,0,6,14.157625000128368,3.0420999974012375,44.28140000527492,3180.8333333333335,0.01729421931326798,0.0,6,9,30,30,40,44,44,44,44,44,44
GET,/batch/759e48ea-d31f-41fa-880b-f84f3fefe9bb,9,0,6,8.843011109598187,2.9484999977285042,21.70299999852432,3422.8888888888887,0.012970664484950984,0.0,6,10,10,17,22,22,22,22,22,22,22
GET,/batch/75d4ff5d-9a26-4a40-ade8-a6b977273ed6,17,0,8,17.87581764630672,3.134200000204146,153.61919999850215,3759.705882352941,0.024500144027129637,0.0,8,11,15,16,29,150,150,150,150,150,150
GET,/batch/763c8def-3b7b-4d19-9d80-a204264d7dd7,5,0,11,55.32188000070164,4.122300000744872,138.4256000019377,2635.2,0.007205924713861658,0.0,11,120,120,140,140,140,140,140,140,140,140
GET,/batch/797b8d3c-472e-4cbe-b57d-218af5598f0e,10,0,4,8.352780000132043,2.84539999847766,30.097499999101274,3583.1,0.014411849427723316,0.0,4,4,5,22,30,30,30,30,30,30,30
GET,/batch/7a4ab9ac-33cd-4a53-a58d-9ad2e78f0d11,10,0,4,16.45683999886387,3.521899998304434,80.08049999625655,2485.1,0.014411849427723316,0.0,4,6,27,28,80,80,80,80,80,80,80
GET,/batch/7c26b72c-e03c-4167-9f1c-a82f4e6bcb7e,9,0,15,21.975355555089966,3.6063000006834045,106.31429999921238,2649.8888888888887,0.012970664484950984,0.0,15,17,18,20,110,110,110,110,110,110,110
GET,/batch/7cee698e-6f2d-4d42-b736-51677aafef07,5,0,4,23.695300001418218,2.827399999659974,93.83399999933317,5518.8,0.007205924713861658,0.0,4,15,15,94,94,94,94,94,94,94,94
GET,/batch/7ec2686e-3b82-4dd7-96fb-72b892d0e3d1,13,0,9,10.368638460931834,3.864500002237037,24.03970000159461,3170.230769230769,0.01873540425604031,0.0,9,13,13,18,18,24,24,24,24,24,24
GET,/batch/7f267203-949b-449d-9cee-d496dc9c4e26,11,0,5,6.111154544421217,2.8950999985681847,18.499999998311978,2509.4545454545455,0.015853034370495647,0.0,5,5,8,8,9,18,18,18,18,18,18
GET,/batch/7f4a17b5-df7f-4def-894a-24690be9ef5c,13,0,11,27.448707692271384,2.851800003554672,116.50820000068052,3400.0,0.01873540425604031,0.0,11,27,40,43,64,120,120,120,120,120,120
GET,/batch/80637d0a-955b-4d6f-8b45-2d65ad97a443,14,0,5,9.567328571782648,3.341099996760022,35.32619999896269,2965.8571428571427,0.02017658919881264,0.0,5,11,15,15,17,35,35,35,35,35,35
GET,/batch/808ff31e-f6a9-4dc5-9d07-636acb8b8f2d,9,0,4,7.922344442502233,3.431500001170207,22.299999996903352,4006.6666666666665,0.012970664484950984,0.0,4,4,6,20,22,22,22,22,22,22,22
GET,/batch/809238f2-7646-46ab-9181-9f9f345ae38c,9,0,10,25.010700000469416,3.142200002912432,104.9258999992162,3331.777777777778,0.012970664484950984,0.0,10,18,36,36,100,100,100,100,100,100,100
GET,/batch/817c528b-51f1-40c4-a381-6d91ecedde55,11,0,4,6.5345545458099386,3.4710000036284328,16.022999996494036,2791.3636363636365,0.015853034370495647,0.0,4,5,9,9,14,16,16,16,16,16,16
GET,/batch/83359201-9e0a-442d-8aef-ff4f3a06ff09,11,0,4,20.235172726891257,2.5793000022531487,179.55910000455333,2470.5454545454545,0.015853034370495647,0.0,4,4,5,5,9,180,180,180,180,180,180
GET,/batch/833c27c6-e1b7-464a-93cf-c3ff36d468be,12,0,6,9.121800000381578,2.722500001254957,24.38600000459701,2199.6666666666665,0.01729421931326798,0.0,7,8,14,14,22,24,24,24,24,24,24
GET,/batch/839c5ed1-5d94-4896-b371-6644754ba203,14,0,5,23.974371428526606,2.9540999967139214,165.93160000047646,2336.4285714285716,0.02017658919881264,0.0,6,13,19,23,75,170,170,170,170,170,170
GET,/batch/839f187f-8fbd-4e85-a2b7-1ced1d3909f3,9,0,4,16.251033332890884,2.893700002459809,107.88779999711551,3869.6666666666665,0.012970664484950984,0.0,4,5,6,11,110,110,110,110,110,110,110
GET,/batch/83cb2eee-3732-4e3d-8cca-6459b211580b,4,0,3.173500001139473,13.948525000159862,3.173500001139473,41.40600000391714,2075.25,0.0057647397710893266,0.0,8,8,41,41,41,41,41,41,41,41,41
GET,/batch/841f6cce-e718-498c-8eec-fadd7e019823,16,0,4,70.37280000031387,3.0360000018845312,995.766600004572,3756.25,0.023058959084357306,0.0,5,7,10,10,51,1000,1000,1000,1000,1000,1000
GET,/batch/844e08af-6f01-4c6d-91fc-635fff865dca,9,0,4,146.86252222276784,3.1191999951261096,1082.0588000060525,2622.1111111111113,0.012970664484950984,0.0,4,6,35,180,1100,1100,1100,1100,1100,1100,1100
GET,/batch/85ddab96-b9c6-4d11-a208-4a45a5b44f12,14,0,7,16.980399999218726,2.9413999945973046,69.74289999925531,3061.1428571428573,0.02017658919881264,0.0,11,13,26,37,39,70,70,70,70,70,70
GET,/batch/86b288c5-d94c-4ff4-902c-27a4fb2180ee,14,0,8,32.901971428925336,2.8519000043161213,150.37470000243047,3395.0714285714284,0.02017658919881264,0.0,10,13,17,89,130,150,150,150,150,150,150
GET,/batch/87147e9e-e4ef-4479-a950-66d4ab90802e,10,0,5,55.46287000106531,3.244200001063291,458.48990000376943,1815.1,0.014411849427723316,0.0,5,6,16,48,460,460,460,460,460,460,460
GET,/batch/8798650c-aa0e-4039-a861-7886e1ec9210,10,0,5,7.663800001319032,3.2502000030945055,29.741899998043664,3798.4,0.014411849427723316,0.0,5,6,8,8,30,30,30,30,30,30,30
GET,/batch/8807d96e-a28c-4971-891e-11d105bf44f9,15,0,5,56.088166666935045,2.8579999998328276,465.1964999939082,4262.666666666667,0.021617774141584972,0.0,5,9,15,29,280,470,470,470,470,470,470
GET,/batch/88176acb-2c69-4927-b0a7-5a2f168ecccf,7,0,4,11.749014284370267,2.9874999963794835,41.403299997909926,2780.0,0.01008829459940632,0.0,4,13,15,15,41,41,41,41,41,41,41
GET,/batch/8a0c22b5-141f-43c6-957e-6526a737edd2,8,0,4,14.529437498822517,2.488899997842964,81.11859999917215,1867.5,0.011529479542178653,0.0,5,6,12,12,81,81,81,81,81,81,81
GET,/batch/8a5a726d-0be8-47eb-a78a-5b027ddf82c1,8,0,4,111.02932499852614,2.962699996714946,702.4158999993233,4556.625,0.011529479542178653,0.0,7,59,110,110,700,700,700,700,700,700,700
GET,/batch/8ba4866e-c932-4707-bd61-9fbc3389b568,9,0,4,16.196088888035675,2.9503999976441264,102.48429999774089,2532.5555555555557,0.012970664484950984,0.0,4,4,6,17,100,100,100,100,100,100,100
GET,/batch/8bc66f25-96b5-41b2-8c43-a8d689d7e3ad,7,0,7,13.10367142598677,2.697500000067521,35.82819999428466,3174.714285714286,0.01008829459940632,0.0,7,11,27,27,36,36,36,36,36,36,36
GET,/batch/8c3398d2-f7f8-4a53-a427-26e44d8fcbea,14,0,6,18.206992856513743,2.8395999979693443,81.05329999671085,2278.5714285714284,0.02017658919881264,0.0,6,8,9,45,67,81,81,81,81,81,81
GET,/batch/8d6ccda6-1ef4-4fe4-9053-22bbb1087f2e,12,0,4,18.670283333752497,2.7632999990601093,149.86530000169296,3851.5,0.01729421931326798,0.0,5,5,14,14,20,150,150,150,150,150,150
GET,/batch/8ea5e690-3cfc-4dd1-bd34-27f66b120589,10,0,5,20.07424000039464,3.0699999988428317,104.67309999512509,4077.3,0.014411849427723316,0.0,7,20,23,27,100,100,100,100,100,100,100
GET,/batch/906e16b0-d3f3-4093-aa1b-316f562bdfbd,11,0,7,9.848354547019964,4.081200000655372,39.457600003515836,1733.5454545454545,0.015853034370495647,0.0,7,8,9,9,11,39,39,39,39,39,39
GET,/batch/90c8ec6c-cec1-4547-816e-d86bcb6305c5,11,0,5,53.3175363651191,3.134100006718654,259.36949999595527,2916.2727272727275,0.015853034370495647,0.0,5,6,56,56,240,260,260,260,260,260,260
GET,/batch/90cc27eb-d313-445a-a163-d9a82d90a7ee,11,0,7,26.752972727329258,2.6646000042092055,134.4253999995999,2403.909090909091,0.015853034370495647,0.0,7,22,39,39,48,130,130,130,130,130,130
GET,/batch/90e35344-9021-447f-83f3-372b0a880b6a,9,0,6,57.61656666678997,3.286400002252776,386.26059999660356,4841.777777777777,0.012970664484950984,0.0,6,10,29,70,390,390,390,390,390,390,390
GET,/batch/9141f513-f481-41e6-b5e3-9a9cac8f5794,6,0,4,21.186683334235568,3.7426000053528696,53.597300000546966,3415.5,0.00864710965663399,0.0,20,20,41,41,54,54,54,54,54,54,54
GET,/batch/9155243a-c2ea-4a4c-8826-b53cc40df339,10,0,7,13.522920000832528,2.868200004741084,67.41209999745479,1700.6,0.014411849427723316,0.0,7,8,9,24,67,67,67,67,67,67,67
GET,/batch/9181e4c1-53ba-40d2-9c2e-6c87ebbb08e9,11,0,13,45.16164545467208,4.924299995764159,354.5222000029753,3193.818181818182,0.015853034370495647,0.0,13,18,25,25,26,350,350,350,350,350,350
GET,/batch/9493bffd-9d7e-4873-b652-493ae45f93f8,10,0,10,38.458600000012666,2.9591999991680495,230.83469999983208,3208.3,0.014411849427723316,0.0,15,23,31,59,230,230,230,230,230,230,230
GET,/batch/94be743d-5d6b-425a-ab30-a9a6b406bb7e,8,0,15,45.04643749987736,2.752700005657971,202.0775999990292,3099.625,0.011529479542178653,0.0,16,24,90,90,200,200,200,200,200,200,200
GET,/batch/94f14947-f91c-46ed-8bbc-55d4da1688f2,13,0,8,11.533446153267645,3.159599997161422,32.717899994167965,2447.3846153846152,0.01873540425604031,0.0,8,15,16,21,25,33,33,33,33,33,33
GET,/batch/95a54e81-703c-4a82-842b-3f5ec8d3dfa2,12,0,4,8.755458332719476,2.7648000032058917,25.330799995572306,3292.0833333333335,0.01729421931326798,0.0,6,8,17,17,18,25,25,25,25,25,25
GET,/batch/95a763e7-9fab-42dd-8216-544f7428a874,8,0,5,18.289237498720468,3.6949999994249083,52.088199998252094,1995.25,0.011529479542178653,0.0,15,19,43,43,52,52,52,52,52,52,52
GET,/batch/96d33853-57cf-4464-a996-e6dc632a0417,6,0,10,102.41978333457762,2.451700005622115,422.63639999873703,2459.5,0.00864710965663399,0.0,48,48,130,130,420,420,420,420,420,420,420
GET,/batch/97c16911-7e38-4ce6-8d70-66be8e571a53,11,0,5,7.36003636451311,2.8894999995827675,21.8451000037021,3377.6363636363635,0.015853034370495647,0.0,5,8,8,8,12,22,22,22,22,22,22
GET,/batch/98a86f6b-9600-4523-beb1-57e44021004e,7,0,4,6.973042856511062,2.9267999998410232,17.748599995684344,4418.857142857143,0.01008829459940632,0.0,4,7,11,11,18,18,18,18,18,18,18
GET,/batch/98d0028f-0fcd-4629-9a7f-819c2e52a327,5,0,6,15.463679999811575,3.7970999983372167,50.674799997068476,4860.2,0.007205924713861658,0.0,6,11,11,51,51,51,51,51,51,51,51
GET,/batch/98dada9c-cac3-4134-a484-0cebe63e3a3c,14,0,5,51.8866571442881,3.0387000006157905,598.1841000029817,4025.3571428571427,0.02017658919881264,0.0,7,8,9,15,54,600,600,600,600,600,600
GET,/batch/9a4e73eb-1ec0-4f64-a990-bf5eb6b8e34c,12,0,9,57.267216664816566,2.8332999936537817,258.6878000001889,3672.4166666666665,0.01729421931326798,0.0,10,24,110,110,150,260,260,260,260,260,260
GET,/batch/9bf7ec87-73dd-46cf-aae3-2531f24450bc,9,0,8,24.77917777933827,2.4542000028304756,156.90290000202367,3567.6666666666665,0.012970664484950984,0.0,8,9,10,26,160,160,160,160,160,160,160
GET,/batch/9ca5c2c7-12a5-4743-8cac-a594b895aee4,12,0,4,5.778558331561119,3.0269999988377094,16.79860000149347,2746.9166666666665,0.01729421931326798,0.0,4,5,6,6,11,17,17,17,17,17,17
GET,/batch/9d0c5589-b9f3-4dd4-8a6b-7981fe75620c,17,0,10,68.1088882351212,3.134000005957205,977.5523999996949,2521.1176470588234,0.024500144027129637,0.0,10,14,15,18,29,980,980,980,980,980,980
GET,/batch/9d276893-e342-4515-a45a-e5962305e852,13,0,5,19.271507691883016,2.56019999505952,98.54970000014873,2000.7692307692307,0.01873540425604031,0.0,5,8,13,23,76,99,99,99,99,99,99
